4,4,54,17,17,17,17,55,4,15,15,73,18,18,65,33,103,35,65,73,15,15,4,55,17,17,17,17,4,15,15,15,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,48,18,15,48,30,30,30,48,15,77,65,65,65,65,65,65,65,65,65,77,15,39,13,15,15,15,15,15,104,
4,4,17,17,17,17,17,17,90,15,15,73,18,18,65,41,42,43,77,73,15,15,4,4,4,4,4,4,4,15,15,15,16,16,77,83,83,83,83,83,55,15,48,48,48,48,48,48,48,15,15,48,18,15,82,9,30,30,82,15,77,65,65,65,65,65,65,65,65,65,77,15,13,15,15,15,15,15,13,4,
4,4,17,17,17,17,17,17,90,15,15,73,65,65,77,77,65,65,77,73,15,15,4,4,4,4,4,4,77,77,15,15,16,16,77,83,83,10,83,83,55,15,48,30,30,30,30,30,48,15,15,48,69,15,48,9,9,30,48,15,77,65,65,65,65,65,65,65,65,65,77,15,15,15,15,15,15,13,77,4,
4,4,46,17,17,17,17,55,4,15,15,73,73,73,73,73,73,73,73,73,15,15,4,55,17,17,46,4,77,77,15,15,16,16,77,83,10,10,10,83,15,15,48,30,30,30,30,30,48,15,15,48,48,15,48,48,81,48,48,15,77,77,77,77,77,77,77,77,77,77,77,15,15,15,15,15,13,77,77,4,
4,4,54,17,17,17,17,17,4,15,15,73,65,65,65,65,65,65,65,73,15,15,90,17,17,17,54,4,77,77,15,15,16,16,77,83,83,10,83,83,55,15,48,48,48,81,48,48,48,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,77,77,4,4,
4,4,4,4,4,4,4,4,4,15,15,73,65,77,77,77,77,77,65,73,15,15,4,55,17,17,17,4,18,18,15,15,77,77,77,83,83,83,83,83,55,15,15,15,15,15,15,15,15,15,15,77,77,77,77,77,77,77,77,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,77,77,4,17,4,
4,4,4,4,4,4,4,4,4,15,15,73,65,77,77,77,77,77,65,73,15,15,4,4,4,4,4,4,18,18,15,15,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,15,15,13,13,13,55,55,13,13,13,15,15,15,15,15,15,13,13,15,15,15,15,15,15,13,77,77,4,17,17,4,
4,4,46,17,17,17,17,17,4,15,15,73,65,65,65,65,65,65,65,73,15,15,73,73,73,73,73,73,73,73,15,15,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,108,109,13,15,15,15,15,13,39,39,4,17,17,17,4,
4,4,54,17,17,17,17,55,4,15,15,73,65,55,55,65,55,55,65,73,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,116,117,13,15,15,15,13,39,39,4,17,17,17,17,4,
4,4,17,17,17,17,17,17,90,15,15,73,73,73,73,73,73,73,73,73,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,15,15,15,13,77,39,4,17,17,17,46,17,4,
4,4,17,17,17,17,17,17,90,15,15,15,15,15,15,15,15,15,15,15,15,15,15,13,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,48,81,48,77,15,15,55,55,15,15,13,15,15,15,15,15,15,15,77,77,4,55,17,13,17,54,17,4,
4,4,46,17,17,17,17,55,4,15,15,15,15,15,15,15,15,15,15,15,15,15,13,108,109,13,15,15,77,73,73,73,77,73,73,73,77,81,81,77,73,73,77,81,81,77,73,73,77,13,13,15,48,9,48,77,15,15,77,77,15,15,39,13,15,15,15,15,15,15,82,82,90,17,17,13,17,17,17,4,
4,4,54,17,17,17,17,17,4,15,15,73,73,73,73,73,73,73,73,73,15,15,13,116,117,13,15,15,94,95,95,95,95,96,4,4,4,73,73,4,4,4,4,73,73,4,4,4,4,13,13,15,48,9,48,77,15,15,77,77,15,15,48,48,48,48,15,15,15,15,77,77,4,55,17,13,17,46,17,4,
4,4,4,4,4,4,4,4,4,15,15,73,39,39,39,39,39,39,39,73,15,15,15,13,13,15,15,15,82,103,47,103,103,104,4,73,73,73,73,73,73,73,73,73,73,73,73,73,4,15,15,15,48,9,48,77,15,15,77,77,15,15,82,30,30,48,15,15,15,15,15,39,39,4,17,17,17,54,17,4,
4,4,4,4,4,4,4,4,4,15,15,73,65,65,65,65,65,65,39,73,15,15,15,15,15,15,15,15,82,103,103,103,51,104,4,73,65,65,65,65,65,65,65,65,65,65,65,73,4,18,18,15,48,48,48,77,15,15,77,77,15,15,48,48,48,48,15,15,15,15,15,15,39,39,4,17,17,17,17,4,
4,4,46,17,17,17,17,17,4,15,15,73,65,65,65,65,65,65,39,73,73,73,73,15,15,15,15,15,110,111,111,111,111,112,4,73,65,65,65,65,65,65,65,65,65,65,65,73,4,18,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,39,81,77,15,15,15,39,39,4,17,17,17,4,
4,4,54,17,17,17,17,55,4,15,15,73,55,65,65,65,65,65,65,65,55,55,73,15,15,77,77,77,77,77,77,4,4,4,4,73,65,65,65,65,65,65,65,65,65,65,65,73,4,18,18,15,48,48,48,48,81,81,48,48,81,81,48,48,48,48,15,39,15,15,77,15,15,15,39,39,4,17,17,4,
4,4,17,17,17,17,17,17,90,15,15,73,55,65,65,65,65,65,65,65,55,73,15,15,15,61,11,11,11,11,77,4,73,73,73,73,65,65,65,65,65,65,65,65,65,65,65,73,4,15,15,15,48,38,38,38,38,38,30,30,30,30,30,30,30,48,15,39,15,15,15,77,15,15,15,39,39,4,17,4,
4,4,17,17,17,17,17,17,90,15,15,73,65,65,65,65,65,65,65,65,73,15,15,15,15,82,11,11,55,55,77,4,73,25,26,27,65,94,95,65,65,65,65,65,95,96,65,73,4,18,18,15,48,48,38,38,38,30,30,30,30,30,30,30,48,48,15,39,15,57,15,15,77,15,15,15,39,39,89,4,
4,4,46,17,17,17,17,55,4,15,15,73,65,65,65,65,65,65,65,73,15,15,15,15,15,82,11,11,11,55,77,4,73,33,103,35,65,102,103,65,65,28,65,65,103,104,65,73,4,18,18,15,48,48,48,38,38,38,38,30,30,30,30,48,48,48,15,39,15,57,57,15,15,77,15,15,15,39,81,4,
4,4,54,17,17,17,17,17,4,15,15,73,39,39,39,39,39,39,73,15,15,15,15,15,15,61,11,11,55,55,77,4,73,33,103,35,65,110,111,65,65,65,65,65,111,112,65,73,4,18,18,15,48,48,48,48,48,48,48,48,48,48,48,48,48,48,15,39,15,15,15,15,15,15,77,15,15,15,15,104,
4,4,4,4,4,4,4,4,4,15,15,73,73,73,73,73,73,73,15,15,15,15,15,15,77,11,11,11,11,11,77,4,73,41,42,43,65,65,65,65,65,65,65,65,65,65,65,73,4,77,77,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,39,15,57,15,15,57,15,15,77,15,15,15,104,
4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,77,11,11,11,11,55,55,77,4,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,4,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,15,57,57,15,57,57,15,15,77,15,15,104,
4,15,57,57,15,18,18,15,55,15,15,15,15,15,15,15,15,39,13,15,15,15,77,11,11,11,11,11,11,55,77,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,15,57,57,15,18,18,15,55,15,15,4,4,89,4,4,15,13,15,15,15,15,77,11,11,11,11,11,55,55,77,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
4,15,15,15,15,15,15,15,15,15,15,4,55,17,55,4,15,15,15,4,89,4,77,11,11,11,11,11,11,11,77,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
4,15,57,57,15,57,57,15,55,15,15,4,17,17,17,4,15,15,4,17,17,4,77,11,22,22,22,22,22,11,77,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
4,15,57,57,15,57,57,15,55,15,15,4,46,17,17,4,4,4,17,17,46,4,77,11,22,22,22,22,22,11,77,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
4,15,15,15,15,15,15,15,15,15,15,4,54,17,17,17,17,17,17,17,54,4,77,11,11,11,11,11,11,11,77,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,
4,4,4,4,4,4,4,4,4,111,111,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
